loading file...  ../corpuses/grandeTexto.txt
do Não-ser,  =95
Não-ser, em  =95
Se uma  =95
das premissas  =95
premissas é  =95
é assertórica  =95
assertórica e  =95
a outra,  =95
outra, problemática,  =95
deve mostrar  =95
mostrar que  =95
que é  =95
possível efetuar  =95
efetuar a  =95
a intersubjetivação  =95
pintura monocromática  =95
monocromática do  =95
do pintor  =95
Se, para  =95
para Sócrates,  =95
Sócrates, o  =95
homem não  =95
não era  =95
era mais  =95
mais que  =95
que sua  =95
sua alma,  =95
alma, podemos  =95
podemos sustentar  =95
sustentar que  =95
um conhecimento  =95
conhecimento geral  =95
de todo  =95
todo ser,  =95
ser, sensível  =95
sensível ou  =95
ou não  =95
não sensível,  =95
incompatibilidade do  =95
do próprio  =95
próprio pensamento  =95
pensamento de  =95
de Hegel  =95
Hegel e  =95
O segundo  =95
segundo Wittgenstein  =95
Wittgenstein (é  =95
(é importante  =95
importante não  =95
não confundir  =95
confundir com  =95
primeiro Wittgenstein)  =95
Wittgenstein) nos  =95
nos mostrou  =95
possibilita o  =95
o ato  =95
ato de  =95
de intenção  =95
intenção consciente  =95
realismo ingênuo,  =95
ingênuo, isto  =95
isto é,  =95
é, da  =95
da crença  =95
crença equivocada  =95
equivocada na  =95
na confiabilidade  =95
confiabilidade dos  =95
dos dados  =95
dados sensoriais  =95
sensoriais transmitidos  =95
transmitidos pela  =95
pela realidade  =95
transposição do  =95
do Outro  =95
Outro em  =95
em detrimento  =95
detrimento de  =95
uma unidade  =95
unidade social  =95
Deve-se produzir  =95
produzir um  =95
um conceito  =95
conceito que  =95
permite conceber  =95
conceber uma  =95
uma ciência  =95
paradoxo endo-referencial,  =95
endo-referencial, apontado  =95
apontado por  =95
por Russel,  =95
Russel, na  =95
conjuntos de  =95
Prospectos designam,  =95
designam, de  =95
de início,  =95
a existência  =95
Se a  =95
a própria  =95
própria desterritorialização  =95
desterritorialização relativa  =95
relativa se  =95
se projeta  =95
projeta sobre  =95
reabilita a  =95
condição inicial  =95
do levantamento  =95
levantamento das  =95
das variáveis  =95
designa o  =95
o impulso  =95
impulso psíquico  =95
psíquico cuja  =95
cuja fonte  =95
fonte está  =95
está no  =95
no corpo  =95
corpo e  =95
e cujo  =95
cujo objetivo  =95
objetivo é  =95
é a  =95
a satisfação  =95
sistematiza essa  =95
essa relação,  =95
relação, de  =95
de tal  =95
tal modo  =95
modo que  =95
a pulsão  =95
pulsão funciona  =95
funciona funciona  =95
funciona como  =95
como significado  =95
lógica da  =95
da aparência,  =95
aparência, psicologia  =95
psicologia racional,  =95
racional, cosmologia  =95
cosmologia racional  =95
racional e,  =95
e, por  =95
por fim,  =95
fim, da  =95
Tendo em  =95
vista a  =95
a extrema  =95
extrema limitação  =95
meios empregados  =95
empregados (como  =95
(como Husserl  =95
Husserl advertiu),  =95
sistematiza a  =95
O movimento  =95
movimento inverso  =95
inverso da  =95
da proaíresis,  =95
proaíresis, que  =95
que avança  =95
avança -pro-,  =95
-pro-, como  =95
a pro-lépsis,  =95
pro-lépsis, demonstra  =95
demonstra que  =95
afeta positivamente  =95
positivamente a  =95
a correta  =95
correta previsão  =95
insuficiente para  =95
para determinar  =95
determinar as  =95
as implicações  =95
dissociação entre  =95
o político  =95
político e  =95
Especificamente neste  =95
neste caso,  =95
caso, a  =95
a estratégia  =95
estratégia de  =95
de Kant  =95
Kant consiste  =95
consiste em  =95
em argumentar  =95
argumentar que  =95
tratar sistematicamente  =95
meios de  =95
de comunicação,  =95
comunicação, The  =95
The Media,  =95
Media, o  =95
o fator  =95
fator condicionante  =95
condicionante da  =95
da interdependência  =95
Ora, essa  =95
essa teoria  =95
teoria é  =95
é constituída  =95
constituída como  =95
uma antropologia:  =95
apreende a  =95
a globalidade  =95
experimentação sem  =95
sem experimentação  =95
experimentação real,  =95
real, preconizada  =95
preconizada na  =95
A instituição  =95
instituição política,  =95
política, a  =95
a rigor,  =95
rigor, atende  =95
atende a  =95
uma segunda  =95
segunda função  =95
função visando  =95
conjunto de  =95
os conjuntos  =95
conjuntos que  =95
se contêm  =95
contêm a  =95
a si  =95
si próprios  =95
próprios como  =95
Por fim,  =95
fim, na  =95
na sequência  =95
sequência dessa  =95
dessa espécie  =95
espécie de  =95
de introdução,  =95
conhecimentos a  =95
o conflito  =95
conflito da  =95
da psique  =95
psique inconsciente,  =95
inconsciente, corrobora  =95
no abandono  =95
O cuidado  =95
cuidado em  =95
em identificar  =95
identificar pontos  =95
pontos críticos  =95
pressupõe a  =95
admissão da  =95
da existência  =95
existência a  =95
hipótese de  =95
que existem  =95
existem infinitos  =95
Inevitavelmente, há  =95
há muitas  =95
muitas questões  =95
questões intrigantes  =95
intrigantes sobre  =95
da conjuntura  =95
Mesmo o  =95
nos revela  =95
revela que  =95
unificou os  =95
os a  =95
priori sensíveis  =95
sensíveis e  =95
e intelectuais  =95
intelectuais numa  =95
numa determinação  =95
determinação recíproca  =95
figuras sociais  =95
sociais quanto  =95
quanto sujeitos  =95
sujeitos submetidos  =95
submetidos às  =95
às estruturas  =95
limita as  =95
as atividades  =95
valores morais  =95
morais decorrentes  =95
uma tradição  =95
maximiza as  =95
as possibilidades  =95
possibilidades por  =95
por conta  =95
Numa série  =95
série de  =95
de artigos  =95
artigos publicados  =95
publicados entre  =95
entre 1843  =95
1843 e  =95
e 1844,  =95
1844, M.Hess  =95
M.Hess sustenta  =95
sustenta que  =95
à experiência  =95
experiência efetiva  =95
velocidade infinita  =95
infinita do  =95
do spin  =95
spin das  =95
O espírito  =95
espírito dionisíaco  =95
dionisíaco da  =95
da música  =95
música e  =95
e poesia  =95
poesia nos  =95
nos ensinou  =95
ensinou que  =95
substancialidade e  =95
e causalidade  =95
causalidade entendidos  =95
entendidos como  =95
como certezas  =95
Contra esta  =95
esta teoria,  =95
teoria, que  =95
que admite  =95
admite a  =95
a realidade  =95
realidade empírica  =95
empírica do  =95
do tempo,  =95
primeiramente em  =95
em não  =95
não pôr  =95
pôr o  =95
o acontecimento  =95
acontecimento sob  =95
a autoridade  =95
uma nova  =95
nova origem  =95
origem pura  =95
Porém, mais  =95
mais do  =95
do que  =95
uma estética,  =95
primeiramente na  =95
na autoridade  =95
na origem  =95
origem epistemológica  =95
aparição não-cromática  =95
não-cromática do  =95
do som  =95
som em  =95
em um  =95
um continuum  =95
Uma possível  =95
possível abordagem  =95
abordagem freudiana  =95
freudiana explicitaria  =95
explicitaria que  =95
um conflito  =95
conflito no  =95
no interior  =95
condições de  =95
De qualquer  =95
qualquer maneira,  =95
a análise  =95
de Foucault  =95
Foucault é  =95
é definitiva:  =95
reduziria a  =95
Levando em  =95
em consideração  =95
consideração as  =95
da 'gramaticalidade'  =95
'gramaticalidade' chomskyana,  =95
vem corroborar  =95
corroborar as  =95
as expectativas  =95
O filósofo  =95
filósofo francês  =95
francês Ricoeur,  =95
Ricoeur, defende  =95
não depreende-se  =95
depreende-se de  =95
uma lógica  =95
lógica do  =95
do juízo,  =95
juízo, mas  =95
definição espinosista  =95
espinosista de  =95
Boécio, 'o  =95
'o último  =95
último romano',  =95
romano', nos  =95
aparelho repressivo,  =95
repressivo, coercitivo,  =95
coercitivo, do  =95
define já  =95
já o  =95
plano do  =95
espaço lógico  =95
fundamentação metafísica  =95
metafísica das  =95
de Heidegger  =95
Heidegger para  =95
para solucionar  =95
potencializa a  =95
velha terra  =95
terra grega  =95
Finalmente, por  =95
por trás  =95
trás dessa  =95
dessa questão  =95
questão do  =95
movimento in  =95
in loco  =95
loco da  =95
da desterritorialização  =95
O infinito  =95
infinito virtual  =95
possível no  =95
no mundo,  =95
mundo, mas  =95
de verdade  =95
verdade de  =95
de proposições  =95
proposições elementares  =95
elementares como  =95
como ((p  =95
((p ^  =95
^ ~q)  =95
~q) ->  =95
-> (~r  =95
(~r v  =95
v (p  =95
(p <->  =95
Com base  =95
base nesses  =95
nesses argumentos,  =95
Bergson mostrou  =95
que os  =95
os sistemas  =95
sistemas mecanicistas,  =95
mecanicistas, ainda  =95
ainda em  =95
em voga,  =95
voga, provocam  =95
de quadros  =95
quadros que  =95
que corresponde  =95
corresponde às  =95
às necessidades  =95
O imperativo  =95
imperativo da  =95
da criação,  =95
criação, o  =95
o ímpeto  =95
ímpeto do  =95
do sistema,  =95
sistema, que  =95
que realiza  =95
direções preferenciais  =95
preferenciais no  =95
sentido do  =95
do progresso  =95
De maneira  =95
maneira sucinta,  =95
sucinta, a  =95
a interioridade  =95
interioridade do  =95
Ser social,  =95
social, eminentemente  =95
eminentemente enquanto  =95
enquanto Ser,  =95
Ser, prova  =95
conceitos de  =95
de propriedade  =95
propriedade e  =95
O primeiro  =95
primeiro Wittgenstein,  =95
Wittgenstein, ao  =95
ao contrário  =95
contrário do  =95
do segundo  =95
segundo Wittgenstein,  =95
Wittgenstein, provou  =95
provou que  =95
fórmula da  =95
da ressonância  =95
Baseando-se nos  =95
nos ensinamentos  =95
ensinamentos de  =95
de Dewey,  =95
interpretação de  =95
de fatos  =95
prazer e  =95
Assim mesmo,  =96
de conhecimento  =96
corrente inovadora  =96
inovadora da  =96
da qual  =96
qual fazemos  =96
estimula a  =96
a padronização  =96
não oferece  =96
oferece uma  =96
uma interessante  =96
interessante oportunidade  =96
oportunidade para  =96
para verificação  =96
Se estivesse  =96
estivesse vivo,  =96
vivo, Foucault  =96
Foucault diria  =96
diria que  =96
traz à  =96
à tona  =96
tona uma  =96
uma construção  =96
construção transcendentalmente  =96
transcendentalmente possível  =96
Pretendo demonstrar  =96
demonstrar que  =96
sentido, existem  =96
existem duas  =96
duas tendências  =96
tendências que  =96
que coexistem  =96
coexistem de  =96
de modo  =96
modo heterogêneo,  =96
heterogêneo, revelando  =96
uma abertura  =96
abertura para  =96
os recursos  =96
recursos funcionais  =96
implica que  =96
Pode-se argumentar,  =96
argumentar, como  =96
como Bachelard  =96
Bachelard fizera,  =96
fizera, que  =96
a capacidade  =96
capacidade de  =96
de equalização  =96
promove a  =96
a alavancagem  =96
regras de  =96
de conduta  =96
Em primeiro  =96
primeiro lugar,  =96
faz parte  =96
parte de  =96
de agenciamento  =96
causa impacto  =96
impacto indireto  =96
indireto na  =96
na reavaliação  =96
apresenta tendências  =96
tendências no  =96
sentido de  =96
de aprovar  =96
aprovar a  =96
a manutenção  =96
das retroações,  =96
retroações, proliferações,  =96
proliferações, conexões  =96
conexões e  =96
e fractalizações  =96
fractalizações do  =96
do território  =96
obriga a  =96
a inferir  =96
inferir a  =96
a invalidez  =96
arrasta ao  =96
ao labirinto  =96
labirinto de  =96
de sofismas  =96
sofismas obscuros  =96
tem como  =96
como componentes  =96
componentes elementos  =96
elementos indiscerníveis  =96
modos de  =96
de análise  =96
alternativas às  =96
às soluções  =96
Podemos já  =96
já vislumbrar  =96
vislumbrar o  =96
modo pelo  =96
pelo qual  =96
demonstraria a  =96
turbulência do  =96
do acaso-caos  =96
acaso-caos lançado  =96
lançado sobre  =96
o universo  =96
universo infinito  =96
infinito que  =96
que envolve  =96
envolve o  =96
que apresentar  =96
apresentar uma  =96
uma homogenidade  =96
homogenidade em  =96
relação aos  =96
aos extremos  =96
A certificação  =96
certificação de  =96
metodologias que  =96
que nos  =96
nos auxiliam  =96
auxiliam a  =96
a lidar  =96
lidar com  =96
com a  =96
Poderia ser  =96
ser sugerido,  =96
sugerido, entretanto,  =96
entretanto, que  =96
constitui uma  =96
uma propriedade  =96
propriedade inalienável  =96
Baseado na  =96
na tradição  =96
tradição aristotélica,  =96
Se, todavia,  =96
da doxa,  =96
doxa, da  =96
da opinião  =96
opinião e  =96
razão pura  =96
do espírito  =96
Numa palavra,  =96
palavra, pois,  =96
pois, com  =96
vivências da  =96
da subjetividade  =96
subjetividade vertical  =96
vertical e  =96
e defasada  =96
dissimetria dos  =96
dos dois  =96
dois tipos  =96
tipos de  =96
de polissemia  =96
expressão imediata  =96
Deste modo,  =96
modo, acabei  =96
de refutar  =96
refutar a  =96
tese segundo  =96
segundo a  =96
a qual  =96
corresponde à  =96
à intuição  =96
intuição das  =96
das essências  =96
essências fenomenológicas  =96
dualismo ontológico  =96
ontológico das  =96
das filosofias  =96
filosofias pré-hegelianas?  =96
pré-hegelianas? Deixemos  =96
Deixemos a  =96
a questão  =96
questão em  =96
Em um  =96
um dos  =96
dos seus  =96
seus momentos  =96
momentos mais  =96
mais iluminados  =96
iluminados Heidegger  =96
Heidegger afirmou  =96
afirmou que  =96
substância aristotélica  =96
aristotélica fundida  =96
fundida com  =96
o solipsismo  =96
solipsismo cartesiano  =96
cartesiano em  =96
uma perspectiva  =96
Sob a  =96
perspectiva de  =96
lógica polivalente  =96
polivalente aplicada  =96
aplicada às  =96
às pesquisas,  =96
pesquisas, em  =96
em particular,  =96
particular, a  =96
a Fuzzy  =96
métodos utilizados  =96
utilizados na  =96
na busca  =96
busca da  =96
As experiências  =96
experiências acumuladas  =96
acumuladas demonstram  =96
demonstram que  =96
reduz a  =96
emprega uma  =96
uma noção  =96
noção de  =96
de pressuposição  =96
interpretação subjetivista  =96
É por  =96
por isso  =96
isso que  =96
que Baudrillard  =96
Baudrillard e  =96
e Deleuze  =96
Deleuze -  =96
- em  =96
em sua  =96
sua melhor  =96
melhor forma  =96
forma -  =96
- concordaram  =96
concordaram que  =96
do liberalismo  =96
liberalismo extremo,  =96
extremo, vulgo  =96
vulgo neoliberalismo  =96
neoliberalismo avançado,  =96
avançado, imanente  =96
imanente nos  =96
nos procedimentos  =96
estabelece o  =96
o chamado  =96
chamado princípio  =96
da subsidência  =96
subsidência em  =96
que demonstra  =96
demonstra o  =96
o abaixamento  =96
abaixamento gradual  =96
gradual do  =96
fundo paralelamente  =96
paralelamente à  =96
à sedimentação  =96
autoridade de  =96
observador de  =96
de Einstein  =96
Einstein ou  =96
ou de  =96
demônio de  =96
Contudo, a  =96
a crítica  =96
crítica contundente  =96
contundente de  =96
de Deleuze/Guatarri  =96
Deleuze/Guatarri -  =96
- dupla  =96
dupla implacável  =96
implacável -  =96
- nos  =96
das definições  =96
definições conceituais  =96
conceituais da  =96
Como Sartre  =96
Sartre diria,  =96
A ruptura  =96
ruptura definitiva  =96
definitiva com  =96
com Kant  =96
é consumada  =96
consumada quando  =96
limites da  =96
da ação  =96
ação do  =96
alternâncias entre  =96
entre pensamentos  =96
pensamentos sábios  =96
sábios e  =96
Wittgenstein -  =96
- o  =96
primeiro -  =96
- redigiu  =96
redigiu sua  =96
sua obra  =96
obra seminal  =96
seminal se  =96
se baseando  =96
baseando no  =96
no pressuposto  =96
pressuposto de  =96
que caracteriza  =96
caracteriza o  =96
o relativismo,  =96
relativismo, com  =96
efeito, é  =96
é quando  =96
na determinação  =97
influência de  =97
Kant é  =99
se a  =100
importância das  =100
não é  =101
transcendental nos  =101
na teoria  =101
fluxo de  =102
o entendimento  =103
não pode  =103
a consolidação  =103
decorrentes de  =104
o comprometimento  =104
consolidação das  =104
respeito de  =105
não parece  =105
função de  =105
virtual é  =106
como um  =108
análise de  =108
